# source_page	target	reason	branch	measure
# page-map v2 - GENERATED by page-structure-advice.py v1.3.0; the Markdown report is its rendering.
# branch: spec 9e routing branch 1-4; 5 = RETIRED (non-authoritative guide tree, not migrated).
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Therapieplan-CarePlan.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-therapieplan-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-therapieplan (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Therapieempfehlung/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Therapieempfehlung/Therapieempfehlung-MedicationRequest.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-therapieempfehlung-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-therapieempfehlung (2 candidate artefacts)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Therapieempfehlung/Kombinationstherapie-Empfehlung-RequestGroup.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-therapieempfehlung-kombination-intro.md	artifact page (subject)	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Therapieempfehlung/Kombinationstherapie-Empfehlung-RequestGroup-Alias.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-therapieempfehlung-kombination-intro.md	MERGE: same subject as the RequestGroup page (duplicate/alias page)	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Therapieempfehlung/Extensions/Publikation-Extension.page.md	input/intro-notes/StructureDefinition-mii-ex-mtb-empfehlung-publikation-intro.md	content about one artefact - its intro note	1	tokens match on mii-ex-mtb-empfehlung-publikation (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Therapieempfehlung/Extensions/Evidenzgraduierung-Extension.page.md	input/intro-notes/StructureDefinition-mii-ex-mtb-empfehlung-evidenzgraduierung-intro.md	content about one artefact - its intro note	1	tokens match on mii-ex-mtb-empfehlung-evidenzgraduierung (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Therapieempfehlung/Extensions/Prioritaet-Extension.page.md	input/intro-notes/StructureDefinition-mii-ex-mtb-empfehlung-prioritaet-intro.md	artifact page: mii-ex-mtb-empfehlung-prioritaet (subject front-matter stale: mii-ex-mtb-therapieempfehlung-prioritaet)	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Therapieempfehlung/Extensions/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Studieneinschlussempfehlung/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Studieneinschlussempfehlung/Studieneinschluss-Anfrage-ServiceRequest.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-studieneinschluss-anfrage-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-studieneinschluss-anfrage (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Studieneinschlussempfehlung/Studieneinschluss-Studie-ResearchStudy.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-studie-intro.md	artifact page (subject): mii-pr-mtb-studie	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Weitere-Empfehlungen/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Weitere-Empfehlungen/Biopsie-Auftrag-ServiceRequest.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-biopsie-auftrag-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-biopsie-auftrag (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Weitere-Empfehlungen/Human-genetische-Beratung-Auftrag-ServiceRequest.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-humangenetische-beratung-auftrag-intro.md	artifact page (subject)	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Therapieplan-MTB-Beschluss/Weitere-Empfehlungen/Histologie-Evaluation-Auftrag-ServiceRequest.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-histologie-evaluation-auftrag-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-histologie-evaluation-auftrag (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Extensions/Leitliniendokumentation-Extension.page.md	input/intro-notes/StructureDefinition-mii-ex-mtb-leitlinie-dokumentation-intro.md	artifact page (subject): mii-ex-mtb-leitlinie-dokumentation	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Extensions/Leitlinienbehandlung-Status-Extension.page.md	input/intro-notes/StructureDefinition-mii-ex-mtb-leitlinienbehandlung-status-intro.md	content about one artefact - its intro note	1	tokens match on mii-ex-mtb-leitlinienbehandlung-status (3 candidate artefacts)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Extensions/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Extensions/Therapielinie-Extension.page.md	input/pagecontent/extensions.md	subject mii-ex-mtb-therapielinie no longer exists in the package; concept text merged as an Extensions-page section, TODO:REVIEW	3	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Behandlungsepisode/Extensions/Zulassungsstatus-Extension.page.md	input/pagecontent/extensions.md	subject mii-ex-mtb-zulassungsstatus no longer exists (CS/VS mii-cs/vs-mtb-zulassungsstatus remain); concept text merged as an Extensions-page section, TODO:REVIEW	3	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Index.page.md	RETIRED	nav-only container page; source text: "Diese Seite wurde absichtlich leer gelassen"	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Follow-Up-ClinicalImpression.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-follow-up-clinicalimpression-intro.md	content about one artefact - its intro note	1	compact match on mii-pr-mtb-follow-up-clinicalimpression (6 candidate artefacts)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Systemische-Therapie/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Systemische-Therapie/Systemische-MTB-Therapie-Procedure.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-systemische-therapie-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-systemische-therapie (2 candidate artefacts)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Systemische-Therapie/Systemische-Therapie-Medication-Statement-Medication-Statement.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-systemtherapie-medication-statement-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-systemtherapie-medication-statement (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Systemische-Therapie/Befund-Response/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Systemische-Therapie/Befund-Response/Befund-Response-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-response-befund-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-response-befund (5 candidate artefacts)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Antrag-Kostenuebernahme/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Antrag-Kostenuebernahme/Antrag-Kostenuebernahme-Claim/Index.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-antrag-kostenuebernahme-intro.md	artifact page (subject front-matter): mii-pr-mtb-antrag-kostenuebernahme	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Antrag-Kostenuebernahme/Antrag-Kostenuebernahme-Claim/Antragsstadium-Extension.page.md	input/intro-notes/StructureDefinition-mii-ex-mtb-antrag-kostenuebernahme-antragsstadium-intro.md	content about one artefact - its intro note	1	tokens match on mii-ex-mtb-antrag-kostenuebernahme-antragsstadium (3 candidate artefacts)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Antrag-Kostenuebernahme/Antwort-Kostenuebernahme-ClaimResponse/Ablehnungsgrund-Extension.page.md	input/intro-notes/StructureDefinition-mii-ex-mtb-antwort-kostenuebernahme-ablehnungsgrund-intro.md	content about one artefact - its intro note	1	tokens match on mii-ex-mtb-antwort-kostenuebernahme-ablehnungsgrund (3 candidate artefacts)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Antrag-Kostenuebernahme/Antwort-Kostenuebernahme-ClaimResponse/Index.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-antwort-kostenuebernahme-intro.md	artifact page (subject front-matter): mii-pr-mtb-antwort-kostenuebernahme	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Follow-Up/Antrag-Kostenuebernahme/Antwort-Kostenuebernahme-ClaimResponse/Entscheidung-Extension.page.md	input/intro-notes/StructureDefinition-mii-ex-mtb-antwort-kostenuebernahme-entscheidung-intro.md	content about one artefact - its intro note	1	tokens match on mii-ex-mtb-antwort-kostenuebernahme-entscheidung (3 candidate artefacts)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/NGS-Bericht-DiagnosticReport.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-ngs-bericht-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-ngs-bericht (2 candidate artefacts)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Genomic-Study/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Genomic-Study/Genomic-Study-Procedure.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-genomic-study-intro.md	artifact page (subject): mii-pr-mtb-genomic-study (router mis-hit the device profile)	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Genomic-Study/Genomics-Study-Analysis-Procedure.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-genomic-study-analysis-intro.md	artifact page: mii-pr-mtb-genomic-study-analysis (subject front-matter stale: genomic-study-analysis)	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Genomic-Study/Genomic-Study-Device-Device.page.md	input/intro-notes/StructureDefinition-genomic-study-device-intro.md	artifact page: genomic-study-device (subject front-matter stale, points at genomic-study)	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Variante/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Variante/Einfache-Variante-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-einfache-variante-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-einfache-variante (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Variante/Copy-Number-Variant-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-copy-number-variant-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-copy-number-variant (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Variante/DNA-Fusion-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-dna-fusion-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-dna-fusion (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Variante/RNA-Fusion-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-rna-fusion-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-rna-fusion (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Genetische-Implikationen/Index.page.md	input/pagecontent/profiles.md	family overview - h3/h4 section on an artefact index page	2	2 children, 2 anchoring distinct artefacts (StructureDefinition)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Genetische-Implikationen/Diagnostische-Implikation-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-diagnostische-implikation-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-diagnostische-implikation (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Genetische-Implikationen/Therapeutische-Implikation-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-therapeutische-implikation-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-therapeutische-implikation (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Molekularer-Biomarker/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Molekularer-Biomarker/Molekularer-Biomarker-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-molekularer-biomarker-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-molekularer-biomarker (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Molekularer-Biomarker/Mutationslast-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-mutationslast-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-mutationslast (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Molekularer-Biomarker/Mikrosatelliteninstabilitaet-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-mikrosatelliteninstabilitaet-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-mikrosatelliteninstabilitaet (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Molekularer-Biomarker/HRD-Score-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-hrd-score-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-hrd-score (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Molekularer-Biomarker/BRCAness-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-brcaness-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-brcaness (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Molekularer-Biomarker/HER2-Status-Biomarker-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-biomarker-her2-status-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-biomarker-her2-status (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Molekularer-Biomarker/MSI-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-msi-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-msi (4 candidate artefacts)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/Molekularer-Biomarker/Ploidie-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-ploidie-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-ploidie (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/RNA-Seq/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/NGS-Bericht/RNA-Seq/RNA-Seq-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-rna-seq-intro.md	content about one artefact - its intro note	1	tokens match on mii-pr-mtb-rna-seq (1 candidate artefact)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Molekular-Pathologie-Befund/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Molekular-Pathologie-Befund/Molekular-Pathologie-Befund-DiagnosticReport.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-molecular-pathology-report-intro.md	artifact page (subject): mii-pr-mtb-molecular-pathology-report	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Molekular-Pathologie-Befund/Immunhistochemie/Index.page.md	RETIRED	nav-only page: no prose beyond the generated navigation/title (renderings regenerate on the artifact pages)	5	mechanical sweep, agent-reviewed
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Molekular-Pathologie-Befund/Immunhistochemie/Immunhistochemie-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-immunohistochemistry-intro.md	artifact page (subject): mii-pr-mtb-immunohistochemistry	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Molekular-Pathologie-Befund/Immunhistochemie/P-Immunhistochemie-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-immunohistochemistry-phosphorylation-intro.md	MERGE: conceptual phospho-IHC discussion; subject front-matter stale (points at base IHC); merged into the phosphorylation profile intro	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Molekular-Pathologie-Befund/Immunhistochemie/Immunhistochemie-HER2-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-immunohistochemistry-her2-intro.md	artifact page (subject)	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Molekular-Pathologie-Befund/Immunhistochemie/Immunhistochemie-MMR-MSI-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-immunohistochemistry-mmr-intro.md	artifact page (subject)	1	reviewed override (subject front-matter / semantic review)
MIIIGModulMTB/TechnischeImplementierung/FHIRProfile/Molekular-Pathologie-Befund/Immunhistochemie/Immunhistochemie-PDL1-Observation.page.md	input/intro-notes/StructureDefinition-mii-pr-mtb-immunohistochemistry-pdl1-intro.md	artifact page (subject)	1	reviewed override (subject front-matter / semantic review)
